SampleID,Species,Sex,MappedReads,MeanCoverage,SDCoverage,MeanMappingQuality,contig_1,contig_2,contig_3,contig_4,contig_5,contig_6,contig_7,contig_8,contig_9,contig_10,contig_11,contig_12,contig_13,contig_14,contig_15,contig_16,contig_17,contig_18,contig_19,contig_20,contig_21,contig_22,contig_23,contig_24,contig_25,contig_26,contig_27,contig_28,contig_29,contig_30,contig_31,contig_32,contig_33,contig_34,contig_35,contig_36,contig_37,contig_38,contig_39,contig_40,contig_41,contig_42,contig_43,contig_44,contig_45,contig_46,contig_48,contig_49,contig_50,contig_51,contig_52,contig_53,contig_54,contig_55,contig_57,contig_58,contig_59,contig_60,contig_61,contig_63,contig_64,contig_65,contig_67,contig_70,contig_71,contig_73,contig_74,contig_75,contig_76,contig_77,contig_78,contig_79,contig_80,contig_81,contig_82,contig_83,contig_84,contig_86,contig_87,contig_88,contig_89,contig_92,contig_93,contig_95,contig_96,contig_97,contig_99,contig_100,contig_102,contig_103,contig_104,contig_106,contig_107,contig_108,contig_110,contig_111,contig_112,contig_114,contig_115,contig_117,contig_118,contig_119,contig_120,contig_124,contig_125,contig_127,contig_131,contig_132,contig_134,contig_135,contig_136,contig_138,contig_139,contig_143,contig_144,contig_145,contig_149,contig_150,contig_153,contig_154,contig_157,contig_159,contig_161,contig_163,contig_164,contig_172,contig_173,contig_176,contig_177,contig_181,contig_182,contig_185,contig_186,contig_190,contig_192,contig_193,contig_196,contig_200,contig_204,contig_207,contig_214,contig_217,contig_221,contig_226,contig_227,contig_234,contig_239,contig_240,contig_241,contig_246,contig_247,contig_257,contig_258,contig_265,contig_266,contig_269,contig_273,contig_281,contig_284,contig_288,contig_298,contig_315,contig_316,contig_346,contig_363,contig_364,tig00034305,tig00007019,tig00034263,tig00034480,tig00034174,tig00007238,tig00006789,tig00007920,tig00034315,tig00007744,tig00007083,tig00007976,tig00007935,tig00034407,tig00028410,tig00023778,tig00025419,tig00025752,tig00025050,tig00029713,tig00034435,tig00022581,tig00024981,tig00162121,tig00011843,tig00010862,tig00013453,tig00031651,tig00021237,tig00019827,tig00019460,tig00011200,tig00017615,tig00033279,tig00031274,tig00030548,tig00026572,tig00019051,tig00023827,tig00162104,tig00161967,tig00162080,tig00033079,tig00010565,tig00013609,tig00026717,tig00162061,tig00020733,tig00024730,tig00018856,tig00034552,tig00161935,tig00031408,tig00011770,tig00029602,tig00011060,tig00034401,tig00161802,tig00015687,tig00015839,tig00019802,tig00010661,tig00011322,tig00162113,tig00011796,tig00161954,tig00162129,tig00012840,tig00009284,tig00008424,tig00008968,tig00012085,tig00008636,tig00161885,tig00008691,tig00029968,tig00162025,tig00008689,tig00027945,tig00009790,tig00014429,tig00161956,tig00008384,tig00161943,tig00161940,tig00161986,tig00034413,tig00161999,tig00161995,tig00161941,tig00014315,tig00030532,tig00034446,tig00161973,tig00162019,tig00010136,tig00162020,tig00012623,tig00162237,tig00032975,tig00161970,tig00162236,tig00034553
EA22MVZ01,RBSAd,F,9912.00%,7.0352,45.3768,40.52,7.3721,7.2093,3.9543,7.0872,7.4291,7.5192,7.1661,7.3779,7.2707,7.3674,8.205,7.317,7.2168,6.9024,7.2111,7.0081,7.234,7.3699,7.5376,7.1473,7.1835,7.0342,7.016,6.9425,7.0377,7.2067,7.3679,7.045,6.5425,3.7994,7.2022,7.3379,7.244,5.8635,7.146,7.2172,7.2194,6.8908,6.5718,7.0326,7.0678,7.0328,7.3765,4.9337,8.0831,7.3123,3.6518,7.3367,36.1956,6.3469,6.616,4.7213,6.9585,7.2087,4.5024,0.0028,3.5761,6.5824,17.9407,7.4032,4.3742,44.3905,7.1937,6.5656,4.7051,3.8739,5.6228,7.2858,3.8552,6.7434,7.9843,7.0673,3.9637,42.5328,3.4534,29.2168,7.0598,7.3257,5.7596,7.276,19.8443,11.6283,4.1531,3.6972,6.7232,3.9898,3.3624,3.5098,6.5046,9.1195,4.4168,6.4385,20.6056,4.8547,7.0098,7.0077,6.7711,5.6421,6.747,4.8183,70.3721,5.6697,5.2012,4.4908,6.5884,6.658,5.1624,5.7961,7.8158,54.3636,12.242,6.1944,15.2634,8.872,3.1851,5.3816,49.4932,12.4338,23.9994,6.1243,4.3989,9.8844,7.1276,8.8557,32.2661,6.0041,18.1095,35.4519,20.6377,4.9999,8.3249,9.546,9.1617,28.3958,37.549,22.1132,6.7362,67.8783,3.8342,7.243,7.0614,6.0907,10.0939,0.028,3.9571,90.875,9.6982,58.012,5.6271,21.5313,21.7961,41.2916,93.0614,19.3732,274.2829,55.4692,7.9654,5.294,7.0996,19.0187,36.8796,15.3335,3.0522,9.6557,17.6727,107.5988,3.4547,4.1689,4.3111,5.6078,6.369,23.6101,9.5447,5.8261,23.2818,25.3444,10.9368,25.1328,90.8104,12.7859,0,0,0.002,0.0034,0,0.0089,10.8523,0.0018,0,0.0037,0,0.0043,0.0019,0.002,0.0059,0.0021,0,0,0,196.9246,0.0025,0,0,0.0033,0,0.0024,0.011,0,0.0024,0,0.0031,0,0.0013,0,0.0026,0,593.4753,162.1205,0,0,0,0.0159,14.2204,2.5099,0,0,0,0,0.0017,0.005,0,0,33.1056,0,9.7824,257.7402,14.7188,0,182.7559,287.7163,69.4967,15.7804,0,105.4166,0,143.1761,0,87.2786,0,148.3096,204.6277,103.9683,80.1751,142.3887,40.5371,42.5322,257.2835,60.4408,174.0462,31.493,28.2077,116.6352,44.8049,0,61.0488,36.164,37.7012,8.014,5.0791
GG13MVZ01,RBSAd,F,9897.00%,8.6891,56.3144,40.58,9.0877,8.9293,4.7674,8.7476,9.1328,9.3787,8.7861,9.0908,8.953,9.21,10.6548,9.0158,8.8959,8.3944,8.8869,8.64,8.9378,9.1791,9.2309,9.0068,8.9386,8.7167,8.5062,8.5302,8.8412,8.9849,9.0787,8.7276,8.0063,4.6272,8.9634,9.0236,9.0303,7.4011,8.9244,9.0928,8.7814,8.4491,8.6633,8.5018,8.6902,9.0253,9.0804,5.9947,9.9438,8.999,4.5606,8.8694,37.3484,7.7075,8.6338,5.7387,8.4123,8.8668,5.4469,0,4.3281,8.1019,22.372,9.2752,5.3524,48.0046,8.6875,7.9391,5.8299,4.7196,6.7387,9.066,4.6272,8.7334,9.7995,8.173,4.8527,42.0786,4.2373,54.2067,8.1188,8.8505,6.9433,9.0802,26.0022,14.5621,4.931,4.4631,8.1942,5.1589,4.0253,4.2977,7.8343,11.3729,5.445,9.0419,22.8502,5.8736,9.2688,9.0056,8.1641,6.8449,8.3358,6.0716,83.438,6.9749,7.4587,5.4217,8.3855,8.2327,7.6626,7.6662,9.9105,58.3416,17.5823,7.329,17.7659,10.2178,3.9269,7.4428,51.951,10.3339,30.2305,7.1316,6.6618,11.31,9.4026,10.5744,34.7354,7.736,28.7703,44.2167,25.7357,6.9175,9.5428,11.427,11.5229,30.2555,39.7886,23.4632,8.6974,74.1792,5.7387,8.8413,8.5164,7.5294,12.3303,0.0248,4.9654,96.5374,10.0471,57.1392,7.0881,22.8193,24.543,46.6077,93.7928,22.6333,296.0009,55.4375,11.686,7.8143,8.0497,24.2721,53.5104,15.9441,3.9558,10.7334,17.9459,111.3146,11.4343,4.8219,4.4972,7.2769,6.5198,23.9585,10.0782,6.0707,24.4895,28.0258,11.9332,32.1112,94.8383,13.7832,0,0,0.0094,0.0035,0.002,0.0095,11.6686,0,0,0,0.0019,0.002,0.0038,0.0019,0.002,0,0,0,0.0041,213.3751,0.0024,0,0,0.0115,0.0024,0,0.0056,0,0,0,0.0103,0,0.0052,0,0,0.0027,642.2367,163.4288,0,0,0.0044,0,15.9746,3.0052,0,0,0.0031,0.0061,0.0144,0,0,0,32.518,0,11.0927,271.3398,13.2414,0,192.3077,301.5243,67.061,15.6766,0,107.2241,0,151.3248,0.0075,77.9161,0,167.8419,193.4132,115.3597,74.5954,139.597,39.9628,49.7979,253.5267,80.2916,166.7902,35.4921,27.5722,119.8149,53.0626,0,65.4785,51.4748,36.1804,6.1389,5.1591
GG13MVZ02,RBSAd,F,9888.00%,11.1791,78.1081,40.48,11.4598,11.2053,5.731,11.072,11.4434,11.8086,10.9716,11.5906,11.2589,11.6932,14.0416,11.2778,11.129,10.5555,11.2962,10.7287,11.351,11.5577,11.6419,11.5591,11.3139,11.0249,10.7999,10.7057,11.3424,11.4855,11.332,10.9913,10.2755,5.8042,11.3713,11.4144,11.9365,9.5831,11.3059,11.8499,11.1584,10.6324,11.6182,10.8192,10.935,11.9069,11.6948,7.6437,13.4741,11.441,5.6616,11.2292,59.8636,9.9901,11.6386,7.1523,10.8636,11.0373,7.0026,0,5.5132,10.5133,31.6021,12.7387,7.0363,73.4687,10.9485,10.4843,8.2762,5.9533,8.8077,12.2659,6.1055,12.0525,12.1287,11.6717,6.1752,70.0817,5.323,142.9415,11.4705,12.0474,9.0803,12.4664,36.1021,21.6325,6.6611,5.7427,10.5818,6.6524,5.2839,5.404,10.3702,15.2051,6.9616,12.3502,31.3571,7.5885,12.5804,12.2001,10.4084,8.8835,12.0426,7.8156,118.153,9.3576,10.417,6.9956,11.1476,11.073,10.4672,10.3741,13.7157,93.4645,29.8872,10.1907,24.5588,13.9636,5.2866,10.4878,85.6198,16.4144,41.7091,9.9286,9.2604,15.9182,12.5033,14.8353,53.4793,10.2361,37.1055,63.3029,29.2102,9.4024,13.1966,16.1169,16.0703,48.9021,68.0055,36.9038,11.5055,39.3968,7.8442,11.8884,11.9251,11.8849,16.5876,0.0794,5.7126,148.6387,15.3176,93.0571,8.7902,35.2262,38.7611,69.8762,146.5125,31.7606,464.0162,90.4146,11.5565,14.8557,11.9619,35.2495,64.5275,26.3408,5.8342,15.2861,30.0867,173.9157,0.8907,7.4471,7.3587,10.3969,10.9485,38.9076,16.6302,9.9612,37.427,45.7009,18.7749,49.9562,153.5315,21.6685,0,0.0016,0.0045,0.0035,0.002,0.0203,20.892,0.002,0,0.0018,0,0.004,0,0.006,0.0068,0,0,0,0,347.5701,0.0162,0.0024,0,0.0023,0,0.0013,0.0172,0,0,0,0.0192,0.0025,0.0027,0.0043,0,0,981.4874,266.4382,0,0.0032,0,0.0097,23.3084,5.0487,0,0,0.0032,0.0095,0.0146,0.0063,0,0,53.5385,0,17.2575,423.1762,24.3321,0.005,310.5578,471.0959,106.4174,14.3996,0,158.8549,0,240.7599,0,120.9012,0,245.5428,295.8989,173.1622,118.9087,228.4353,63.8928,70.5866,404.9056,109.7676,248.1011,57.3819,42.1074,201.777,82.6734,0,95.7219,57.4883,73.6902,8.4758,5.7401
GG13MVZ03,RBSAd,M,9917.00%,7.5686,52.5139,40,7.6562,7.4163,7.7192,7.2795,7.7822,7.6982,7.4294,7.4797,7.6823,7.5129,8.7098,7.5329,7.4836,7.3767,7.508,7.3106,7.3258,7.4847,7.718,7.2452,7.5408,7.7513,7.2801,7.3554,7.0985,7.3177,7.5868,6.9233,6.9843,7.359,7.3404,7.5781,7.4864,6.5349,7.2684,7.2521,7.6033,7.2426,6.4314,7.3925,7.5204,7.0848,7.953,6.5432,8.7574,7.9171,7.1855,7.7336,5.6818,6.6588,6.5589,5.2059,7.612,7.528,5.1004,0.0028,7.049,7.0447,20.2091,7.7135,3.3282,62.3575,7.5162,7.0103,3.9546,7.4275,5.9935,7.0602,6.7813,6.9942,8.4925,1.3263,7.5679,6.9715,6.9506,33.7109,5.1687,7.873,6.4377,7.492,29.3646,14.713,0.8103,7.237,7.5214,7.0845,6.8813,6.9198,4.9392,10.3969,1.8885,6.0961,23.4655,4.5673,7.239,7.1894,6.9626,6.1274,6.8781,2.1286,97.9127,2.8423,5.1911,5.4207,6.9593,7.1901,5.4709,5.6701,8.0217,1.0191,17.075,1.1496,19.3524,10.1289,5.662,5.025,74.8308,11.5894,27.6812,1.6094,3.3163,10.3233,6.9735,10.1329,41.5915,5.6892,26.4895,51.883,23.1271,4.2191,9.4877,10.0977,6.8348,0.5395,54.3155,0.5527,7.7759,39.235,3.283,7.1825,9.1996,5.2438,11.9381,0.2213,7.0511,132.3596,13.9252,83.4237,5.5137,0.7938,0.4777,59.9968,130.4584,0.7317,395.8728,76.746,10.4557,5.5069,9.8504,0.0394,49.218,0.1507,2.6313,12.1567,0.0129,154.8488,6.3618,6.4591,0.4916,6.4767,0.0143,0.7275,1.0043,0.0577,0.9019,0.0591,0.2534,0.1136,2.1323,1.4045,0,0.0016,0.0029,0.0035,0.0029,0.0018,17.8611,0.0029,0,0.0055,0,0,0.0038,0,0.002,0,0,0,0,296.5646,0.0025,0,0,0.0069,0,0,0.0338,0,0,0,0.0028,0,0,0.0029,0,0.0027,845.9433,240.9916,0,0,0.0029,0.0032,20.6592,2.2949,0,0.0037,0.0016,0,0,0,0,0,46.7471,0,9.6308,356.4176,13.463,0,265.075,403.1789,94.2189,29.4915,0,144.9531,0,210.7823,0,123.3642,0,233.1193,278.0287,167.2079,104.1267,214.4036,57.8623,65.2437,355.8775,116.4779,252.2564,46.0397,39.7623,185.5918,77.088,0,78.8113,35.2346,58.9906,9.6081,5.4944
HF14AMN01,YBSA,M,9891.00%,6.8373,52.3209,43.06,6.8858,6.7275,3.4431,6.7769,6.8618,7.0793,6.5243,7.1371,6.7223,6.9616,9.3041,6.7435,6.7377,6.2515,6.9821,6.3133,7.0512,7.0046,7.0028,7.0386,6.7607,6.4749,6.5098,6.3582,7.0143,7.052,6.7091,6.5884,6.2971,3.4452,6.8402,6.8674,7.6567,5.8857,6.7968,7.4322,6.8601,6.5555,7.1907,6.6244,6.3984,7.4658,7.1531,4.5232,8.3815,6.8806,3.3421,6.8645,24.2654,6.1892,7.2628,3.8347,6.7966,6.4237,3.8205,2.6934,3.586,6.5883,21.5211,8.0109,4.2695,49.6703,6.6383,6.5723,4.9535,3.5603,5.4882,7.441,3.4732,7.8429,7.0572,6.6644,3.6479,17.1101,3.0895,114.9551,6.7294,8.3094,5.4588,7.3173,16.4744,13.9077,4.0787,3.3944,6.4295,4.2583,3.1356,3.0694,6.3873,9.8875,4.233,7.4755,20.2374,4.931,8.1307,7.4882,6.2345,5.5158,7.5808,4.8937,81.225,5.9054,5.7794,2.4592,6.9701,6.9945,6.1476,6.428,8.1721,50.1176,20.4183,6.4006,16.7246,9.0116,3.4661,6.1041,69.9825,8.8184,15.4758,4.6866,5.3517,9.9053,7.6972,9.1653,37.4063,6.1713,30.6346,38.8918,29.4718,5.5316,7.7286,11.5287,9.272,20.8956,33.2014,24.2411,7.1906,56.3118,4.629,7.4016,8.9719,7.0151,10.9198,0.0185,3.0298,115.7613,11.0015,72.2894,5.6033,19.8395,16.5812,61.388,114.7696,13.1851,344.3194,66.877,10.8056,5.5819,9.7747,12.3155,59.5516,12.1233,3.511,9.7962,16.0082,142.2998,14.5811,5.0241,5.3118,2.4939,3.6317,17.172,4.2406,4.1864,17.6907,13.1659,7.4922,12.1814,39.8561,58.4168,1.9811,3.9813,4.9054,3.4486,2.5456,3.0718,13.5134,4.8134,3.0856,4.3028,0,2.7522,6.6335,3.506,2.9148,3.4346,2.8329,1.8341,5.0062,262.8244,8.0596,3.7027,3.1098,1.4031,6.1925,4.4464,0.0082,1.9127,2.9671,3.4793,2.155,3.6755,1.7998,1.4659,2.174,13.9609,781.039,208.9478,5.395,5.8709,5.482,2.8044,14.6525,2.5089,5.9101,0.6215,2.9061,2.7663,3.88,13.8766,1.7208,3.1565,39.0568,3.0643,8.9387,327.2883,12.6308,6.136,256.3895,365.2271,87.5764,10.1777,0,132.0696,1.053,194.0629,4.0008,111.0728,0,210.9695,273.8385,147.4443,105.0986,204.0665,52.1961,59.5567,341.1895,82.3046,229.3168,40.0009,33.4657,220.3565,66.7578,0,70.7484,18.8477,55.3725,7.4519,3.6855
HG15MVZ01,RBSAd,M,9902.00%,6.7605,46.6947,39.96,6.8392,6.6697,6.48,6.6209,6.8591,6.9808,6.5641,6.9601,6.7002,6.9136,8.3556,6.6926,6.6654,6.3213,6.7796,6.3648,6.7952,6.8403,6.9127,6.8534,6.6439,6.5039,6.4752,6.3144,6.724,6.8409,6.7616,6.2468,6.1718,6.1877,6.773,6.8678,7.1541,5.753,6.7053,7.1114,6.7385,6.4092,6.8576,6.5694,6.5241,6.9804,6.954,5.6163,7.8703,6.6542,6.1552,6.8232,3.8199,6.0508,6.9541,4.1427,6.5637,6.5855,3.9168,0.0028,5.8342,6.4172,17.4417,7.5356,3.287,43.1396,6.7228,5.987,3.5607,6.1747,5.3333,6.9188,5.6691,7.1129,7.3462,1.1475,6.4304,4.9356,5.7831,40.0759,3.8523,7.2225,5.5197,7.4635,18.17,12.536,0.7063,5.8833,6.0591,7.152,5.462,5.6031,4.2719,9.069,1.572,7.1475,17.9625,4.0372,7.6494,7.3315,5.6459,5.3807,6.5844,1.8749,74.084,2.3484,6.0115,4.3172,6.866,6.8911,6.089,6.2964,7.8697,0.8958,13.3716,1.0163,14.0078,8.6427,5.7406,6.0252,50.4221,11.9081,19.5385,1.3901,5.2282,9.1017,7.2299,8.7146,29.8206,6.1285,24.0839,36.3222,24.8238,5.4672,7.9358,9.4083,12.534,0.4088,39.9647,0.4231,6.7101,63.0581,4.6725,7.087,6.6833,6.923,10.2496,0.3793,5.2438,92.5742,9.3702,59.0081,5.8835,0.7568,0.3642,42.1348,91.3205,0.5461,276.2836,54.459,6.9673,8.926,6.6726,0.0092,45.812,0.1466,3.9573,8.9705,0.0042,109.6255,0.8452,3.5471,0.4623,5.8471,0.0117,0.685,0.8097,0.0341,0.9499,0.0265,0.2712,0.0783,1.4657,1.1207,0,0,0.0046,0.0017,0.0059,0.0036,11.7521,0,0,0,0.001,0,0.0019,0.004,0,0,0,0.002,0.0022,195.609,0.0012,0,0,0,0,0,0.0777,0,0,0,0.0062,0.0012,0,0.0032,0,0.0029,601.8611,165.7842,0,0,0,0.0031,12.9375,2.1613,0,0,0.0047,0.0095,0,0.0017,0,0,32.3322,0,8.4176,256.8195,11.4982,0,191.7904,280.6744,63.9213,20.8113,0,105.0744,0,148.3612,0,86.345,0,161.1094,195.1813,114.9429,71.4937,139.0852,39.7252,40.2828,261.3372,65.0004,173.2308,30.7676,25.5365,124.5731,51.235,0,55.0735,18.2217,41.0604,6.7067,5.0056
IE10S04,YBxRB,F,9906.00%,7.1643,50.2303,40.1,7.3056,7.0944,3.8044,7.1767,7.4183,7.4128,7.0542,7.4112,7.2026,7.2547,10.1887,7.1752,7.1958,7.0177,7.4424,6.8059,7.541,7.2561,7.4478,7.3069,7.3637,7.3061,7.0474,6.9392,7.2576,7.4082,7.0774,6.9948,6.9043,3.8264,7.1979,7.3945,7.9499,6.2345,6.9074,7.7466,7.58,7.1615,7.1627,7.2987,6.9769,7.6167,7.6407,4.986,8.6071,7.5528,3.6334,7.4952,13.4691,6.8611,7.2396,4.4603,7.4335,6.8779,4.996,0.0044,3.8026,7.2438,24.537,7.7836,4.8456,46.4514,7.5202,7.4586,4.3861,3.9962,6.2641,7.542,3.8339,7.3776,7.8296,6.226,4.0674,15.5215,3.4246,6.5799,7.3518,8.6828,6.3451,7.9617,14.7875,14.1602,4.5738,3.8538,7.4893,4.3669,3.6181,3.5043,7.1657,9.8884,4.9877,6.9163,23.0486,5.2037,7.7885,7.608,6.8376,6.1226,8.3959,5.4205,80.4073,6.4897,5.1925,2.8598,7.2752,7.3605,5.5086,6.1394,8.2479,29.307,21.1538,6.1819,16.2081,9.078,3.5515,5.709,64.0572,12.5391,18.902,4.9328,4.439,9.5561,7.576,8.9908,36.2257,5.7088,36.3853,37.8712,27.5593,4.7855,9.2585,11.6378,7.8242,11.0073,35.8149,15.1753,7.3129,72.2838,4.1259,7.4071,5.413,5.5932,11.6569,0.0015,3.4704,109.4044,10.4835,67.6958,6.2857,4.9935,11.4912,57.4598,109.8221,12.2825,321.3913,63.7428,10.3927,6.3008,9.2196,8.6811,75.3038,6.2482,2.925,10.7721,8.8432,132.7074,9.6893,2.5846,3.7343,2.7398,2.2729,11.3734,3.0993,2.0793,10.6595,7.1947,5.5846,7.1342,24.458,36.5842,0,0,0,0,0.0009,0,12.0483,0.0038,0.003,0.0056,0,0.0025,0,0.002,0.0059,0,0.0011,0.002,0.0105,242.3506,0,0.0043,0,0,0,0,0.0115,0,0,0,0.0158,0,0,0.0064,0,0,710.1491,195.6781,0.0016,0,0,0,12.9976,3.5751,0,0,0,0.0065,0.0063,0.0065,0,0,40.022,0,8.9963,309.9363,12.3609,0.0055,235.7835,329.675,83.2289,9.1745,0,130.4608,0,174.5508,0,96.748,0.0088,196.1763,232.3403,149.7189,89.4121,184.4448,45.801,49.169,303.7327,72.1046,206.1683,42.1273,32.4547,184.6859,79.8147,0,69.5091,10.7021,40.4855,6.4996,4.0282
IE14S02,YBxRB,M,9895.00%,7.8386,68.9206,39.35,7.3636,7.1684,6.7485,7.4792,7.2851,7.5811,6.6565,8.0837,7.1503,7.7221,12.364,6.9442,7.0686,6.8001,8.3505,6.2617,7.5116,7.374,7.7773,8.4073,7.6107,7.5308,6.9951,6.596,8.2972,8.36,6.705,6.7603,7.4677,6.5125,7.6273,7.7048,10.0953,7.0071,6.9524,9.73,8.0705,7.5623,10.2402,7.8247,6.6907,9.9199,8.268,5.837,11.3404,7.4925,6.3793,7.5531,7.658,7.9025,10.5861,3.547,8.2517,6.4231,5.1257,0,6.7486,9.223,27.2524,11.3562,4.9853,66.8247,7.8786,8.963,3.6327,6.8249,7.9138,10.4533,7.2535,11.7891,7.2336,1.5758,7.0081,10.9954,5.9845,3.3394,5.9661,11.7112,7.3608,10.9657,17.1551,18.4536,1.1712,6.7324,7.5441,9.6557,6.4109,6.0365,6.0216,12.7906,2.3781,10.6195,23.7335,5.0692,12.0821,11.0224,6.2825,7.0743,11.2702,2.735,127.8461,4.0216,8.2593,3.5899,10.6577,10.6203,8.8025,9.6352,12.4572,1.6603,32.4959,1.5472,22.7784,12.9546,8.09,8.9997,99.3179,11.0535,11.0852,1.9182,7.3926,15.1909,10.7783,12.7354,47.1585,8.8158,43.1163,52.6724,43.7585,7.8287,11.2407,15.5397,13.154,0.4242,45.7048,0.5387,9.8967,18.6218,5.563,11.2893,5.6744,8.1232,16.094,0.0234,4.3462,160.4177,16.9105,101.621,6.0038,1.2817,0.4864,86.0335,165.6596,0.4825,440.688,92.9692,14.4107,7.2846,13.5779,0,80.7229,0.1664,5.1406,14.5096,0.0299,199.4597,6.5452,2.5878,0.5136,1.0962,0.0174,0.7755,0.7436,0.0152,0.9342,0.0422,0.1804,0.0632,1.6109,1.4064,0,0.0032,0.0093,0.0017,0.001,0.0083,19.397,0.0009,0,0.0037,0,0,0.0076,0.0019,0.002,0,0.0032,0,0.0021,338.2384,0.0025,0,0,0.0047,0,0,0.0078,0,0.0027,0,0.018,0.0026,0.0079,0.0118,0,0,984.3377,292.2837,0.0031,0,0,0.0097,18.419,2.1613,0,0,0.0016,0.0062,0.0048,0,0,0,49.7949,0,10.6931,442.2473,15.8823,0,354.7708,462.0535,135.6766,16.1057,0,181.7644,0,275.2079,0,164.6253,0,283.423,353.5969,235.4356,157.5879,337.9057,81.3088,87.3056,409.5202,100.9408,322.2018,61.5827,57.9965,309.0571,120.1159,0,109.4021,9.3415,67.6698,11.5349,10.6149
IE15S03,YBxRB,M,9894.00%,5.0833,38.2491,39.38,5.0292,4.9025,4.5798,4.9718,5.1428,5.1532,4.8562,5.2008,4.9676,5.0507,7.0649,4.9185,4.9388,4.8312,5.2694,4.6122,5.3089,5.0134,5.1143,5.1681,5.056,5.0211,4.9134,4.6932,5.1173,5.2482,4.8901,4.6212,4.7743,4.4907,5.0028,5.1843,5.6359,4.6376,4.8424,5.5352,5.274,4.974,5.2631,5.1122,4.7865,5.4448,5.3839,4.0905,6.1146,5.1183,4.5933,5.2816,3.2737,4.6987,5.3867,2.764,5.1666,4.6613,3.1529,0.0014,4.4722,5.1103,14.5241,5.779,2.6439,32.9515,5.2189,5.0968,2.4183,4.6179,4.3445,5.3531,4.3235,5.7776,5.441,1.0415,4.736,4.667,4.1792,2.1029,3.0742,6.171,4.3851,5.8782,10.4592,9.7414,0.6641,4.4039,4.9567,4.9841,4.3019,4.0774,3.4809,7.0814,1.3836,5.3016,14.7335,3.2388,5.9121,5.6544,4.4372,4.2754,6.3168,1.6103,53.9876,2.2628,4.0494,1.8976,5.2343,5.3147,4.1999,4.6744,6.4105,0.7256,15.4199,0.9175,11.7748,6.6917,4.3634,4.373,43.4473,9.1915,5.849,1.2368,3.5203,7.7137,5.4723,6.3423,24.4993,4.1742,20.5379,25.3758,22.6656,3.5317,6.3853,8.3459,6.2142,0.3791,23.8242,0.3958,5.4157,49.3244,3.1296,5.6225,4.4357,4.0347,8.0773,0.0103,3.1447,77.4064,7.8529,49.6137,4.6911,0.7431,0.3666,42.7655,78.1146,0.3875,227.3112,45.9819,7.7351,4.4081,6.6781,0,41.8043,0.1037,2.4174,7.3924,0.0054,94.531,5.1557,3.1664,0.3651,1.7262,0.0081,0.5978,0.5682,0.0077,0.771,0.0059,0.2975,0.0401,1.3301,1.1002,0,0,0,0.0035,0,0.0036,8.1066,0.0019,0,0,0,0,0.0019,0,0,0,0,0,0.0041,173.3786,0,0,0,0,0,0,0.0061,0,0,0,0.0119,0,0.0107,0.0043,0,0,537.2963,145.3321,0,0,0,0,8.3469,2.0209,0,0,0.0032,0.0032,0.0095,0,0,0,24.5715,0,5.4787,225.3212,8.3584,0.005,167.4279,246.7573,57.8702,2.4917,0,88.9285,0,127.1806,0,70.08,0,138.7998,172.1115,107.7592,71.2206,145.95,30.747,33.8702,230.4474,45.1603,156.7407,27.9663,24.6717,141.7597,48.8618,0,50.0323,8.0375,33.3616,4.0148,2.7053
